Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
   15182,    5.61,    5.61,        24.76,    43.54,   488.50,   324.00,   480.00,   315.00,  3079,
   15183,    6.58,    6.58,        33.97,    43.54,   967.00,   315.50,   957.00,   306.00,  3082,
   15184,    5.28,    5.28,        21.88,    43.54,   791.00,   225.50,   782.00,   217.00,  3084,
   15185,    4.61,    4.61,         16.7,    43.54,   938.00,   201.00,   930.00,   192.00,  3085,
   15186,    6.74,    6.74,         35.7,    43.54,   736.50,   194.00,   727.00,   184.00,  3083,
   15187,    4.69,    4.69,        17.27,    43.54,   882.00,   179.50,   874.00,   171.00,  3086,
   15188,    5.74,    5.74,        25.91,    43.54,   584.00,   177.00,   574.00,   168.00,  3087,
   15189,    7.29,    7.29,        41.76,    43.54,   456.50,   144.00,   446.00,   134.00,  3088,
   15190,    5.35,    5.35,        22.46,    43.54,   988.50,   120.50,   980.00,   112.00,  3089,
   15191,    7.29,    7.29,        41.76,    43.54,   691.00,    66.00,   681.00,    56.00,  3090,
   15194,    4.19,    4.19,        13.82,    43.59,   717.50,   808.00,   710.00,   800.00,  3073,
   15195,    5.28,    5.28,        21.88,    43.59,   926.00,   801.00,   916.00,   793.00,  3051,
   15196,    5.87,    5.87,        27.06,    43.59,   770.00,   771.00,   761.00,   762.00,  3063,
   15197,    6.63,    6.63,        34.55,    43.59,   313.00,   743.50,   302.00,   735.00,  3071,
   15198,    5.48,    5.48,        23.61,    43.59,   819.50,   714.00,   811.00,   705.00,  3070,
   15199,    5.07,    5.07,        20.15,    43.59,   704.50,   698.00,   695.00,   690.00,  3075,
   15200,    6.05,    6.05,        28.79,    43.59,   755.00,   695.00,   746.00,   686.00,  3064,
   15201,    4.37,    4.37,        14.97,    43.59,   941.00,   649.00,   933.00,   641.00,  3076,
   15202,    5.21,    5.21,         21.3,    43.59,   595.00,   581.00,   585.00,   573.00,  3080,
   15203,    5.07,    5.07,        20.15,    43.59,   383.00,   580.50,   375.00,   572.00,  3074,
   15204,    6.17,    6.17,        29.94,    43.59,   767.00,   574.00,   758.00,   564.00,  3068,
   15205,    6.63,    6.63,        34.55,    43.59,   889.00,   540.00,   879.00,   531.00,  3081,
   15206,    5.99,    5.99,        28.21,    43.59,   967.50,   506.00,   958.00,   497.00,  3082,
   15207,    5.48,    5.48,        23.61,    43.59,   578.50,   471.50,   570.00,   463.00,  3077,
   15208,    5.42,    5.42,        23.03,    43.59,   429.50,   461.50,   421.00,   453.00,  3078,
   15209,    5.61,    5.61,        24.76,    43.59,   488.50,   448.00,   480.00,   439.00,  3079,
   15210,    4.92,    4.92,           19,    43.59,   790.50,   434.50,   782.00,   426.00,  3084,
   15211,    4.45,    4.45,        15.55,    43.59,   938.00,   390.00,   930.00,   382.00,  3085,
   15212,    5.48,    5.48,        23.61,    43.59,   585.00,   388.00,   575.00,   380.00,  3087,
   15213,    4.61,    4.61,         16.7,    43.59,   882.50,   367.50,   875.00,   359.00,  3086,
   15214,    7.40,    7.39,        42.95,    43.59,   737.50,   317.50,   727.00,   308.00,  3083,
   15215,    6.80,    6.80,        36.27,    43.59,   457.50,   284.50,   447.00,   275.00,  3088,
   15216,    5.61,    5.61,        24.76,    43.59,   988.50,   245.50,   980.00,   237.00,  3089,
   15217,    6.58,    6.58,        33.97,    43.59,   690.50,   165.00,   681.00,   156.00,  3090,
   15218,    9.77,    9.77,        75.02,    43.59,  1023.00,   160.00,  1012.00,   149.00,  3091,
   15219,    5.93,    5.93,        27.64,    43.59,   765.00,   139.00,   756.00,   130.00,  3092,
   15220,    5.07,    5.07,        20.15,    43.59,   736.00,   117.50,   728.00,   109.00,  3093,
   15221,    5.48,    5.48,        23.61,    43.59,   464.50,   115.50,   456.00,   107.00,  3094,
   15222,    5.07,    5.07,        20.15,    43.59,   234.00,    91.00,   225.00,    82.00,  3095,
   15223,   10.12,   10.12,        80.48,    43.59,   716.50,    87.00,   705.00,    73.00,  3096,
   15227,    5.93,    5.93,        27.64,    43.62,   771.00,   899.00,   762.00,   890.00,  3063,
   15228,    5.55,    5.55,        24.18,    43.62,   819.50,   878.50,   811.00,   870.00,  3070,
   15229,    4.28,    4.28,        14.39,    43.62,   942.50,   852.50,   934.00,   845.00,  3076,
   15230,    5.93,    5.93,        27.64,    43.62,   755.00,   811.00,   746.00,   802.00,  3064,
   15231,    5.28,    5.28,        21.88,    43.62,   596.00,   798.00,   586.00,   790.00,  3080,
   15232,    6.41,    6.41,        32.24,    43.62,   889.00,   745.00,   879.00,   736.00,  3081,
   15233,    5.14,    5.14,        20.73,    43.62,   384.00,   735.00,   376.00,   726.00,  3074,
   15234,    5.21,    5.21,         21.3,    43.62,   969.00,   702.50,   960.00,   694.00,  3082,
   15235,    6.17,    6.17,        29.94,    43.62,   768.00,   674.00,   759.00,   665.00,  3068,
   15236,    4.45,    4.45,        15.55,    43.62,   792.50,   651.50,   784.00,   644.00,  3084,
   15237,    8.77,    8.77,        60.43,    43.62,   582.50,   606.50,   570.00,   597.00,  3097,
   15238,    5.61,    5.61,        24.76,    43.62,   429.50,   593.00,   421.00,   584.00,  3078,
   15239,    4.53,    4.53,        16.12,    43.62,   939.00,   583.00,   931.00,   575.00,  3085,
   15240,    5.74,    5.74,        25.91,    43.62,   489.50,   575.00,   481.00,   566.00,  3079,
   15241,    4.77,    4.77,        17.85,    43.62,   883.00,   561.50,   875.00,   553.00,  3086,
   15242,    7.08,    7.08,         39.4,    43.62,   736.50,   444.00,   725.00,   434.00,  3083,
   15243,    6.63,    6.63,        34.55,    43.62,   457.50,   428.00,   447.00,   419.00,  3088,
   15244,    5.87,    5.87,        27.06,    43.62,   989.00,   373.00,   980.00,   364.00,  3089,
   15245,    4.84,    4.84,        18.42,    43.62,   736.50,   328.00,   728.00,   319.00,  3093,
   15246,    9.51,    9.51,        70.98,    43.62,  1023.00,   302.00,  1012.00,   291.00,  3091,
   15247,    6.46,    6.46,        32.82,    43.62,   716.50,   278.50,   706.00,   269.00,  3098,
   15248,    5.07,    5.07,        20.15,    43.62,   465.50,   271.50,   457.00,   263.00,  3094,
   15249,    7.40,    7.39,        42.95,    43.62,   691.50,   268.00,   681.00,   258.00,  3090,
   15250,    5.21,    5.21,         21.3,    43.62,   720.50,   251.50,   712.00,   243.00,  3099,
   15251,    5.21,    5.21,         21.3,    43.62,   235.00,   244.50,   226.00,   236.00,  3095,
   15252,    5.93,    5.93,        27.64,    43.62,   765.00,   244.50,   756.00,   235.00,  3092,
   15253,    5.99,    5.99,        28.21,    43.62,   611.00,   239.00,   601.00,   230.00,  3100,
   15254,    6.52,    6.52,         33.4,    43.62,   826.50,   141.00,   816.00,   131.00,  3101,
   15255,    6.58,    6.58,        33.97,    43.62,   698.50,   134.00,   689.00,   124.00,  3102,
   15256,    6.35,    6.35,        31.67,    43.62,   254.00,   118.50,   244.00,   109.00,  3103,
   15257,    7.29,    7.29,        41.76,    43.62,   609.50,   117.00,   599.00,   107.00,  3104,
   15258,    5.28,    5.28,        21.88,    43.62,   252.50,    93.00,   244.00,    84.00,  3105,
   15261,    5.14,    5.14,        20.73,    43.66,   384.00,   853.50,   376.00,   845.00,  3074,
   15262,    5.68,    5.68,        25.33,    43.66,   968.00,   852.50,   958.00,   844.00,  3082,
   15263,    4.11,    4.11,        13.24,    43.66,   792.50,   818.50,   785.00,   811.00,  3084,
   15264,    5.14,    5.14,        20.73,    43.66,   586.00,   774.00,   576.00,   766.00,  3087,
   15265,    6.11,    6.11,        29.36,    43.66,   768.00,   750.00,   759.00,   741.00,  3068,
   15266,    4.53,    4.53,        16.12,    43.66,   939.00,   731.00,   931.00,   723.00,  3085,
   15267,    5.61,    5.61,        24.76,    43.66,   578.50,   712.50,   570.00,   704.00,  3077,
   15268,    4.69,    4.69,        17.27,    43.66,   883.00,   710.50,   875.00,   702.00,  3086,
   15269,    5.55,    5.55,        24.18,    43.66,   429.50,   694.00,   421.00,   685.00,  3078,
   15270,    5.68,    5.68,        25.33,    43.66,   489.50,   673.00,   481.00,   664.00,  3079,
   15271,    6.41,    6.41,        32.24,    43.66,   738.00,   541.00,   728.00,   532.00,  3083,
   15272,    7.08,    7.08,         39.4,    43.66,   457.50,   538.50,   447.00,   529.00,  3088,
   15273,    4.45,    4.45,        15.55,    43.66,   737.50,   491.00,   730.00,   483.00,  3093,
   15274,    5.74,    5.74,        25.91,    43.66,   989.00,   469.50,   980.00,   461.00,  3089,
   15275,    6.58,    6.58,        33.97,    43.66,   717.00,   429.50,   706.00,   420.00,  3098,
   15276,    5.68,    5.68,        25.33,    43.66,   611.00,   407.50,   601.00,   399.00,  3100,
   15277,    9.60,    9.60,        72.32,    43.66,  1023.50,   407.00,  1013.00,   396.00,  3091,
   15278,    5.07,    5.07,        20.15,    43.66,   465.50,   390.50,   457.00,   382.00,  3094,
   15279,    5.35,    5.35,        22.46,    43.66,   720.50,   374.50,   712.00,   366.00,  3099,
   15280,    4.92,    4.92,           19,    43.66,   235.00,   359.00,   226.00,   351.00,  3095,
   15281,    6.80,    6.80,        36.27,    43.66,   692.50,   345.50,   682.00,   336.00,  3090,
   15282,    5.93,    5.93,        27.64,    43.66,   765.00,   327.00,   756.00,   318.00,  3092,
   15283,    6.46,    6.46,        32.82,    43.66,   827.50,   291.50,   817.00,   282.00,  3101,
   15284,    6.35,    6.35,        31.67,    43.66,   254.50,   243.00,   244.00,   234.00,  3103,
   15285,    6.98,    6.98,        38.23,    43.66,   700.00,   237.00,   690.00,   227.00,  3102,
   15286,    7.50,    7.50,        44.16,    43.66,   610.50,   219.50,   600.00,   209.00,  3104,
   15287,    5.35,    5.35,        22.46,    43.66,   253.00,   178.00,   244.00,   169.00,  3105,
   15288,    4.77,    4.77,        17.85,    43.66,   890.00,   153.00,   882.00,   144.00,  3106,
   15289,    4.84,    4.84,        18.42,    43.66,   531.00,    90.00,   523.00,    81.00,  3107,
   15293,    4.45,    4.45,        15.55,    43.71,   939.50,   883.00,   932.00,   875.00,  3076,
   15294,    4.61,    4.61,         16.7,    43.71,   884.00,   862.00,   876.00,   854.00,  3086,
   15295,    6.11,    6.11,        29.36,    43.71,   768.00,   828.00,   759.00,   819.00,  3068,
   15296,    5.87,    5.87,        27.06,    43.71,   579.00,   820.00,   570.00,   811.00,  3077,
   15297,    5.68,    5.68,        25.33,    43.71,   430.50,   798.00,   422.00,   789.00,  3078,
   15298,    5.74,    5.74,        25.91,    43.71,   489.50,   773.00,   481.00,   764.00,  3079,
   15299,    4.19,    4.19,        13.82,    43.71,   738.00,   655.00,   730.00,   647.00,  3093,
   15300,    6.23,    6.23,        30.52,    43.71,   458.00,   651.00,   448.00,   642.00,  3088,
   15301,    6.23,    6.23,        30.52,    43.71,   737.00,   641.00,   728.00,   632.00,  3083,
   15302,    7.80,    7.80,        47.81,    43.71,   717.00,   582.00,   706.00,   572.00,  3096,
   15303,    5.42,    5.42,        23.03,    43.71,   612.00,   576.50,   602.00,   568.00,  3100,
   15304,    5.74,    5.74,        25.91,    43.71,   989.00,   571.50,   980.00,   563.00,  3089,
   15305,    9.51,    9.51,        70.98,    43.71,  1023.50,   520.50,  1014.00,   510.00,  3091,
   15306,    5.07,    5.07,        20.15,    43.71,   466.00,   512.50,   458.00,   504.00,  3094,
   15307,    5.48,    5.48,        23.61,    43.71,   721.50,   499.50,   713.00,   491.00,  3098,
   15308,    4.92,    4.92,           19,    43.71,   235.50,   481.50,   227.00,   473.00,  3095,
   15309,    7.40,    7.39,        42.95,    43.71,   827.50,   442.50,   817.00,   433.00,  3101,
   15310,    6.58,    6.58,        33.97,    43.71,   691.50,   425.50,   682.00,   416.00,  3090,
   15311,    6.29,    6.29,        31.09,    43.71,   766.00,   411.00,   757.00,   401.00,  3092,
   15312,    6.52,    6.52,         33.4,    43.71,   253.50,   374.00,   242.00,   365.00,  3103,
   15313,    6.69,    6.69,        35.12,    43.71,   700.00,   343.00,   690.00,   333.00,  3102,
   15314,    6.87,    6.87,        37.07,    43.71,   610.00,   324.00,   600.00,   314.00,  3104,
   15315,    4.45,    4.45,        15.55,    43.71,   890.00,   308.00,   882.00,   300.00,  3106,
   15316,    5.55,    5.55,        24.18,    43.71,   253.50,   269.00,   245.00,   260.00,  3105,
   15317,    4.99,    4.99,        19.58,    43.71,   531.50,   234.50,   523.00,   226.00,  3107,
   15318,    6.23,    6.23,        30.52,    43.71,   691.50,   200.50,   681.00,   192.00,  3108,
   15319,    5.07,    5.07,        20.15,    43.71,   569.50,   158.50,   561.00,   150.00,  3109,
   15320,    4.92,    4.92,           19,    43.71,   739.00,    70.00,   731.00,    61.00,  3110,
   15321,    6.17,    6.17,        29.94,    43.71,   349.50,    68.50,   339.00,    59.00,  3111,
   15327,    4.02,    4.02,        12.67,    43.76,   738.50,   878.50,   731.00,   871.00,  3093,
   15328,    4.92,    4.92,           19,    43.76,   612.00,   808.00,   602.00,   800.00,  3100,
   15329,    6.69,    6.69,        35.12,    43.76,   458.50,   805.00,   448.00,   796.00,  3088,
   15330,    6.98,    6.98,        38.23,    43.76,   717.50,   790.50,   707.00,   781.00,  3096,
   15331,    6.23,    6.23,        30.52,    43.76,   737.50,   776.00,   728.00,   767.00,  3083,
   15332,    5.81,    5.81,        26.49,    43.76,   989.50,   709.00,   981.00,   700.00,  3089,
   15333,    5.28,    5.28,        21.88,    43.76,   467.00,   679.00,   459.00,   670.00,  3094,
   15334,    8.58,    8.58,        57.85,    43.76,  1024.00,   673.00,  1014.00,   662.00,  3091,
   15335,    5.48,    5.48,        23.61,    43.76,   721.50,   669.50,   713.00,   661.00,  3098,
   15336,    6.98,    6.98,        38.23,    43.76,   828.50,   650.50,   818.00,   641.00,  3101,
   15337,    4.77,    4.77,        17.85,    43.76,   236.00,   646.00,   227.00,   638.00,  3095,
   15338,    6.35,    6.35,        31.67,    43.76,   255.50,   550.50,   245.00,   542.00,  3103,
   15339,    6.69,    6.69,        35.12,    43.76,   692.50,   535.00,   682.00,   526.00,  3090,
   15340,    6.05,    6.05,        28.79,    43.76,   766.00,   526.00,   757.00,   517.00,  3092,
   15341,    4.61,    4.61,         16.7,    43.76,   891.00,   517.50,   883.00,   509.00,  3106,
   15342,    7.40,    7.39,        42.95,    43.76,   699.50,   486.00,   688.00,   477.00,  3102,
   15343,    6.63,    6.63,        34.55,    43.76,   610.50,   465.50,   600.00,   456.00,  3104,
   15344,    4.61,    4.61,         16.7,    43.76,   532.50,   430.50,   525.00,   422.00,  3107,
   15345,    6.35,    6.35,        31.67,    43.76,   691.50,   414.00,   681.00,   405.00,  3108,
   15346,    5.35,    5.35,        22.46,    43.76,   253.50,   391.00,   245.00,   382.00,  3105,
   15347,    5.35,    5.35,        22.46,    43.76,   570.50,   307.50,   562.00,   299.00,  3109,
   15348,    6.46,    6.46,        32.82,    43.76,   350.00,   282.00,   339.00,   273.00,  3111,
   15349,    4.61,    4.61,         16.7,    43.76,   740.00,   274.00,   732.00,   266.00,  3110,
   15350,    5.61,    5.61,        24.76,    43.76,   693.50,   189.50,   684.00,   181.00,  3112,
   15351,    6.35,    6.35,        31.67,    43.76,  1051.50,   171.00,  1041.00,   162.00,  3113,
   15352,    5.35,    5.35,        22.46,    43.76,   660.50,   131.50,   652.00,   123.00,  3114,
   15353,    6.29,    6.29,        31.09,    43.76,   415.00,   127.00,   404.00,   117.00,  3115,
   15354,    5.35,    5.35,        22.46,    43.76,   976.00,   118.00,   967.00,   109.00,  3116,
   15355,    6.11,    6.11,        29.36,    43.76,   780.00,   118.00,   771.00,   109.00,  3117,
   15356,    4.77,    4.77,        17.85,    43.76,   814.00,   103.50,   806.00,    95.00,  3118,
   15357,    5.55,    5.55,        24.18,    43.76,   900.00,    98.50,   891.00,    90.00,  3119,
   15358,    6.29,    6.29,        31.09,    43.76,   442.50,    80.00,   432.00,    70.00,  3120,
   15359,    7.19,    7.19,        40.58,    43.76,   621.00,    63.50,   611.00,    53.00,  3121,
   15360,    4.77,    4.77,        17.85,    43.76,   659.50,    57.50,   651.00,    49.00,  3122,
   15367,    5.93,    5.93,        27.64,    43.81,   829.50,   863.50,   820.00,   855.00,  3101,
   15368,    5.28,    5.28,        21.88,    43.81,   467.00,   849.50,   459.00,   841.00,  3094,
   15369,    5.87,    5.87,        27.06,    43.81,   990.00,   849.00,   981.00,   840.00,  3089,
   15370,    5.68,    5.68,        25.33,    43.81,   722.50,   844.00,   714.00,   835.00,  3098,
   15371,    8.96,    8.96,        63.03,    43.81,  1024.50,   827.50,  1014.00,   817.00,  3091,
   15372,    4.61,    4.61,         16.7,    43.81,   236.50,   813.50,   228.00,   806.00,  3095,
   15373,    4.45,    4.45,        15.55,    43.81,   891.50,   732.50,   884.00,   724.00,  3106,
   15374,    5.93,    5.93,        27.64,    43.81,   256.00,   731.00,   246.00,   723.00,  3103,
   15375,    6.41,    6.41,        32.24,    43.81,   691.50,   648.00,   682.00,   639.00,  3090,
   15376,    6.05,    6.05,        28.79,    43.81,   766.00,   644.00,   757.00,   635.00,  3092,
   15377,    4.77,    4.77,        17.85,    43.81,   533.00,   632.50,   525.00,   624.00,  3107,
   15378,   12.16,   12.16,        116.2,    43.81,   696.00,   634.00,   682.00,   623.00,  3123,
   15379,    6.35,    6.35,        31.67,    43.81,   611.00,   612.00,   601.00,   603.00,  3104,
   15380,    5.28,    5.28,        21.88,    43.81,   254.50,   515.50,   246.00,   507.00,  3105,
   15381,    6.11,    6.11,        29.36,    43.81,   351.00,   500.50,   340.00,   492.00,  3111,
   15382,    4.69,    4.69,        17.27,    43.81,   741.00,   483.00,   733.00,   475.00,  3110,
   15383,    5.55,    5.55,        24.18,    43.81,   570.50,   461.00,   562.00,   452.00,  3109,
   15384,    5.99,    5.99,        28.21,    43.81,   693.50,   413.50,   683.00,   405.00,  3108,
   15385,    6.35,    6.35,        31.67,    43.81,   415.50,   357.00,   405.00,   348.00,  3115,
   15386,    4.77,    4.77,        17.85,    43.81,   976.50,   331.50,   968.00,   323.00,  3116,
   15387,    5.99,    5.99,        28.21,    43.81,   443.50,   315.00,   433.00,   306.00,  3120,
   15388,    6.23,    6.23,        30.52,    43.81,  1051.50,   311.00,  1041.00,   302.00,  3113,
   15389,    5.93,    5.93,        27.64,    43.81,   900.50,   296.00,   892.00,   287.00,  3119,
   15390,    4.28,    4.28,        14.39,    43.81,   660.00,   290.50,   652.00,   282.00,  3114,
   15391,    4.99,    4.99,        19.58,    43.81,   814.00,   287.50,   806.00,   279.00,  3118,
   15392,    4.77,    4.77,        17.85,    43.81,   901.50,   270.00,   893.00,   261.00,  3124,
   15393,    5.81,    5.81,        26.49,    43.81,   661.00,   264.00,   652.00,   255.00,  3122,
   15394,    6.46,    6.46,        32.82,    43.81,   823.50,   253.00,   813.00,   243.00,  3125,
   15395,    6.63,    6.63,        34.55,    43.81,   382.00,   215.50,   371.00,   206.00,  3126,
   15396,    6.05,    6.05,        28.79,    43.81,   780.00,   214.50,   771.00,   205.00,  3117,
   15397,    4.84,    4.84,        18.42,    43.81,   555.50,   207.50,   547.00,   199.00,  3127,
   15398,    6.74,    6.74,         35.7,    43.81,   621.00,   199.50,   611.00,   190.00,  3121,
   15399,    5.07,    5.07,        20.15,    43.81,   390.50,   183.00,   382.00,   174.00,  3128,
   15400,    8.39,    8.39,         55.3,    43.81,   598.00,   184.50,   588.00,   173.00,  3129,
   15401,    4.45,    4.45,        15.55,    43.81,   662.00,   152.50,   654.00,   144.00,  3130,
   15402,    4.84,    4.84,        18.42,    43.81,   973.00,   136.00,   965.00,   127.00,  3131,
   15403,    7.29,    7.29,        41.76,    43.81,   344.50,    72.00,   334.00,    62.00,  3132,
   15407,    5.93,    5.93,        27.64,    43.85,   256.00,   884.50,   246.00,   876.00,  3103,
   15408,    6.41,    6.41,        32.24,    43.85,   692.50,   822.00,   682.00,   813.00,  3090,
   15409,    4.69,    4.69,        17.27,    43.85,   533.50,   805.50,   526.00,   797.00,  3107,
   15410,    6.11,    6.11,        29.36,    43.85,   700.00,   760.00,   691.00,   751.00,  3075,
   15411,    6.11,    6.11,        29.36,    43.85,   767.00,   744.00,   758.00,   735.00,  3092,
   15412,    6.46,    6.46,        32.82,    43.85,   692.00,   744.50,   683.00,   735.00,  3108,
   15413,    6.23,    6.23,        30.52,    43.85,   610.50,   737.00,   601.00,   728.00,  3104,
   15414,    6.23,    6.23,        30.52,    43.85,   351.00,   689.00,   340.00,   681.00,  3111,
   15415,    4.69,    4.69,        17.27,    43.85,   741.00,   663.00,   733.00,   655.00,  3110,
   15416,    5.14,    5.14,        20.73,    43.85,   255.00,   620.50,   247.00,   612.00,  3105,
   15417,    5.87,    5.87,        27.06,    43.85,   693.50,   607.50,   683.00,   599.00,  3112,
   15418,    5.61,    5.61,        24.76,    43.85,   571.50,   592.00,   563.00,   583.00,  3109,
   15419,    5.93,    5.93,        27.64,    43.85,   416.50,   556.00,   406.00,   548.00,  3115,
   15420,    5.61,    5.61,        24.76,    43.85,   444.00,   517.00,   434.00,   509.00,  3120,
   15421,    4.45,    4.45,        15.55,    43.85,   977.50,   514.50,   969.00,   506.00,  3116,
   15422,    4.28,    4.28,        14.39,    43.85,   661.00,   491.00,   653.00,   483.00,  3114,
   15423,    5.99,    5.99,        28.21,    43.85,   901.50,   466.50,   893.00,   457.00,  3119,
   15424,   12.01,   12.01,        113.2,    43.85,   820.00,   442.00,   806.00,   431.00,  3133,
   15425,    6.58,    6.58,        33.97,    43.85,  1051.50,   428.00,  1041.00,   418.00,  3113,
   15426,    6.41,    6.41,        32.24,    43.85,   384.00,   387.50,   374.00,   378.00,  3126,
   15427,    8.00,    8.00,        50.28,    43.85,   599.00,   388.50,   589.00,   377.00,  3129,
   15428,    6.05,    6.05,        28.79,    43.85,   661.00,   376.00,   652.00,   366.00,  3122,
   15429,    4.69,    4.69,        17.27,    43.85,   556.00,   372.50,   548.00,   364.00,  3127,
   15430,    4.99,    4.99,        19.58,    43.85,   391.00,   365.00,   382.00,   357.00,  3128,
   15431,    4.77,    4.77,        17.85,    43.85,   662.00,   326.00,   654.00,   318.00,  3130,
   15432,    6.69,    6.69,        35.12,    43.85,   621.00,   315.50,   611.00,   306.00,  3121,
   15433,    4.77,    4.77,        17.85,    43.85,   973.00,   295.00,   965.00,   287.00,  3131,
   15434,    6.05,    6.05,        28.79,    43.85,   780.00,   296.50,   771.00,   287.00,  3117,
   15435,    5.81,    5.81,        26.49,    43.85,   582.00,   211.00,   572.00,   202.00,  3134,
   15436,    6.87,    6.87,        37.07,    43.85,   344.50,   206.00,   334.00,   196.00,  3132,
   15437,    4.84,    4.84,        18.42,    43.85,   463.50,   196.50,   455.00,   188.00,  3135,
   15438,    6.41,    6.41,        32.24,    43.85,   475.50,   155.50,   465.00,   146.00,  3136,
   15439,    5.14,    5.14,        20.73,    43.85,   277.00,   124.50,   268.00,   116.00,  3137,
   15440,    6.11,    6.11,        29.36,    43.85,   251.00,   100.00,   241.00,    91.00,  3138,
   15441,    5.21,    5.21,         21.3,    43.85,   888.50,    85.50,   880.00,    77.00,  3139,
   15442,    6.69,    6.69,        35.12,    43.85,   915.00,    82.00,   906.00,    72.00,  3140,
   15447,    6.52,    6.52,         33.4,    43.90,   700.50,   832.00,   691.00,   822.00,  3075,
   15448,    6.98,    6.98,        38.23,    43.90,   611.50,   808.00,   601.00,   798.00,  3104,
   15449,    6.17,    6.17,        29.94,    43.90,   767.00,   802.50,   758.00,   793.00,  3092,
   15450,    6.29,    6.29,        31.09,    43.90,   692.00,   800.00,   683.00,   791.00,  3108,
   15451,    6.46,    6.46,        32.82,    43.90,   351.50,   796.00,   341.00,   788.00,  3111,
   15452,    4.61,    4.61,         16.7,    43.90,   742.00,   766.00,   734.00,   758.00,  3110,
   15453,    5.07,    5.07,        20.15,    43.90,   694.50,   718.50,   686.00,   710.00,  3112,
   15454,    5.07,    5.07,        20.15,    43.90,   255.00,   681.50,   247.00,   673.00,  3105,
   15455,    5.68,    5.68,        25.33,    43.90,   416.50,   669.00,   406.00,   661.00,  3115,
   15456,    5.55,    5.55,        24.18,    43.90,   571.50,   668.00,   563.00,   659.00,  3109,
   15457,    5.74,    5.74,        25.91,    43.90,   444.00,   632.00,   434.00,   624.00,  3120,
   15458,    4.53,    4.53,        16.12,    43.90,   977.50,   620.00,   969.00,   612.00,  3116,
   15459,    4.28,    4.28,        14.39,    43.90,   661.50,   605.00,   654.00,   597.00,  3114,
   15460,    4.53,    4.53,        16.12,    43.90,   902.50,   580.00,   894.00,   572.00,  3119,
   15461,    5.99,    5.99,        28.21,    43.90,   901.50,   563.00,   893.00,   554.00,  3124,
   15462,    6.63,    6.63,        34.55,    43.90,   824.50,   548.50,   814.00,   539.00,  3125,
   15463,    5.35,    5.35,        22.46,    43.90,   814.50,   535.00,   806.00,   526.00,  3118,
   15464,    5.55,    5.55,        24.18,    43.90,   599.00,   509.00,   589.00,   501.00,  3141,
   15465,    4.28,    4.28,        14.39,    43.90,   600.50,   500.50,   592.00,   493.00,  3142,
   15466,    7.90,    7.90,        49.04,    43.90,  1052.00,   497.00,  1041.00,   487.00,  3113,
   15467,    6.23,    6.23,        30.52,    43.90,   384.00,   485.00,   374.00,   476.00,  3126,
   15468,    4.69,    4.69,        17.27,    43.90,   391.50,   469.00,   383.00,   461.00,  3128,
   15469,    4.84,    4.84,        18.42,    43.90,   556.00,   466.50,   548.00,   458.00,  3127,
   15470,    5.87,    5.87,        27.06,    43.90,   661.00,   442.00,   652.00,   433.00,  3122,
   15471,    4.69,    4.69,        17.27,    43.90,   662.00,   425.50,   654.00,   417.00,  3130,
   15472,    5.07,    5.07,        20.15,    43.90,   973.50,   385.50,   965.00,   377.00,  3131,
   15473,    6.87,    6.87,        37.07,    43.90,   622.00,   383.00,   612.00,   373.00,  3121,
   15474,    6.52,    6.52,         33.4,    43.90,   781.00,   343.00,   772.00,   333.00,  3117,
   15475,    5.68,    5.68,        25.33,    43.90,   582.00,   328.50,   572.00,   320.00,  3134,
   15476,    4.69,    4.69,        17.27,    43.90,   463.50,   306.00,   455.00,   298.00,  3135,
   15477,    6.69,    6.69,        35.12,    43.90,   345.50,   283.00,   335.00,   274.00,  3132,
   15478,    6.41,    6.41,        32.24,    43.90,   476.00,   268.50,   465.00,   259.00,  3136,
   15479,    5.07,    5.07,        20.15,    43.90,   277.50,   215.50,   269.00,   207.00,  3137,
   15480,    6.35,    6.35,        31.67,    43.90,   250.00,   193.00,   239.00,   184.00,  3138,
   15481,    5.35,    5.35,        22.46,    43.90,   889.00,   163.50,   880.00,   155.00,  3139,
   15482,    6.63,    6.63,        34.55,    43.90,   915.50,   152.00,   906.00,   142.00,  3140,
   15483,    5.48,    5.48,        23.61,    43.90,   728.00,   144.50,   718.00,   136.00,  3143,
   15484,    7.19,    7.19,        40.58,    43.90,   323.50,    94.50,   313.00,    85.00,  3144,
   15485,    4.99,    4.99,        19.58,    43.90,   796.00,    73.00,   788.00,    64.00,  3145,
   15489,    6.05,    6.05,        28.79,    43.95,   767.00,   897.00,   758.00,   888.00,  3068,
   15490,   11.93,   11.93,        111.8,    43.95,   693.50,   894.00,   683.00,   882.00,  3123,
   15491,    5.61,    5.61,        24.76,    43.95,   416.50,   852.00,   407.00,   844.00,  3115,
   15492,    5.55,    5.55,        24.18,    43.95,   445.00,   819.00,   435.00,   811.00,  3120,
   15493,    4.53,    4.53,        16.12,    43.95,   977.50,   791.50,   969.00,   784.00,  3116,
   15494,    4.02,    4.02,        12.67,    43.95,   661.50,   790.50,   654.00,   783.00,  3114,
   15495,    5.55,    5.55,        24.18,    43.95,   571.50,   790.50,   563.00,   782.00,  3109,
