Particle ID,Area (Filled),Capture X,Capture Y,Diameter (FD),Elapsed Time,Image Height,Image Width
10012,13.82,537,775,4.19,36.47,16,16
10013,19.58,425,754,4.99,36.47,17,16
10014,36.27,974,635,6.8,36.47,18,21
10015,44.16,940,587,7.5,36.47,20,21
10016,30.52,304,543,6.23,36.47,17,22
10017,28.79,279,539,6.05,36.47,17,21
10018,40.58,808,529,7.19,36.47,19,22
10019,46.58,419,470,7.7,36.47,18,22
10020,14.97,717,442,4.37,36.47,16,16
10021,32.24,736,436,6.41,36.47,18,21
10022,24.76,908,422,5.61,36.47,17,18
10023,35.12,535,362,6.69,36.47,18,22
10024,24.76,625,347,5.61,36.47,18,20
10025,35.12,815,313,6.69,36.47,19,21
10026,64.34,452,289,9.05,36.47,22,20
10027,31.67,981,237,6.35,36.47,19,20
10028,26.49,806,200,5.81,36.47,18,17
10029,27.06,752,189,5.87,36.47,18,19
10030,20.15,553,115,5.07,36.47,17,17
10031,20.73,620,45,5.14,36.47,18,17
10032,27.64,410,31,5.93,36.47,18,21
10033,22.46,383,18,5.35,36.47,17,18
10034,34.55,778,14,6.63,36.47,21,19
10035,20.73,379,0,5.14,36.47,17,17
10036,42.95,454,900,7.4,36.53,20,20
10037,31.09,779,857,6.29,36.53,19,20
10038,18.42,324,856,4.84,36.53,15,18
10039,36.27,982,840,6.8,36.53,19,20
10040,23.03,555,809,5.42,36.53,17,17
10041,18.42,368,807,4.84,36.53,16,19
10042,17.85,383,783,4.77,36.53,17,15
10043,29.94,807,677,6.17,36.53,18,18
10044,23.61,386,625,5.48,36.53,18,17
10045,36.27,734,606,6.8,36.53,20,22
10046,386.42,557,547,22.18,36.53,41,22
10047,16.12,936,517,4.53,36.53,16,16
10048,23.61,451,499,5.48,36.53,18,17
10049,30.52,358,472,6.23,36.53,17,21
10050,25.91,602,445,5.74,36.53,18,17
10051,20.73,467,411,5.14,36.53,16,19
10052,20.73,941,365,5.14,36.53,17,16
10053,32.82,844,304,6.46,36.53,19,21
10054,27.64,686,303,5.93,36.53,18,18
10055,17.27,873,298,4.69,36.53,17,17
10056,17.85,540,279,4.77,36.53,17,17
10057,33.97,658,278,6.58,36.53,19,20
10058,49.04,871,266,7.9,36.53,20,22
10059,33.4,483,253,6.52,36.53,20,21
10060,39.4,523,232,7.08,36.53,19,21
10061,21.3,259,206,5.21,36.53,17,18
10062,31.09,789,200,6.29,36.53,18,18
10063,24.18,769,167,5.55,36.53,18,17
10064,31.67,957,141,6.35,36.53,19,21
10065,22.46,946,117,5.35,36.53,17,17
10066,19.58,441,100,4.99,36.53,18,17
10067,45.36,677,24,7.6,36.53,24,19
10068,29.36,291,19,6.11,36.53,18,22
10069,41.76,676,0,7.29,36.53,17,20
10070,21.88,387,932,5.28,36.63,17,16
10071,28.79,359,927,6.05,36.63,17,21
10072,27.64,808,917,5.93,36.63,19,17
10073,13.24,471,889,4.11,36.63,16,15
10074,23.61,452,811,5.48,36.63,17,17
10075,14.39,874,770,4.28,36.63,15,17
10076,34.55,845,756,6.63,36.63,20,20
10077,26.49,602,750,5.81,36.63,18,18
10078,24.18,942,734,5.55,36.63,18,17
10079,14.97,543,717,4.37,36.63,16,15
10080,25.33,484,705,5.68,36.63,17,21
10081,49.04,873,672,7.9,36.63,20,21
10082,32.24,658,586,6.41,36.63,18,21
10083,35.12,958,562,6.69,36.63,18,20
10084,14.39,444,556,4.28,36.63,16,15
10085,39.4,524,550,7.08,36.63,18,21
10086,28.79,687,545,6.05,36.63,18,18
10087,32.82,790,530,6.46,36.63,18,18
10088,21.3,678,517,5.21,36.63,16,19
10089,17.85,262,516,4.77,36.63,17,16
10090,26.49,769,467,5.81,36.63,17,18
10091,17.27,679,460,4.69,36.63,17,15
10092,32.82,292,455,6.46,36.63,17,22
10093,25.91,947,445,5.74,36.63,18,17
10094,24.76,973,412,5.61,36.63,18,18
10095,17.85,611,393,4.77,36.63,17,16
10096,25.91,433,371,5.74,36.63,17,20
10097,34.55,677,337,6.63,36.63,19,20
10098,14.39,838,331,4.28,36.63,16,15
10099,32.24,322,312,6.41,36.63,18,22
10100,19,953,311,4.92,36.63,18,17
10101,37.07,855,218,6.87,36.63,20,21
10102,38.23,617,187,6.98,36.63,20,20
10103,24.76,794,168,5.61,36.63,17,18
10104,26.49,448,148,5.81,36.63,19,20
10105,19.58,831,145,4.99,36.63,18,16
10106,20.73,522,139,5.14,36.63,17,17
10107,18.42,559,124,4.84,36.63,17,17
10108,20.15,555,87,5.07,36.63,17,17
10109,21.3,992,79,5.21,36.63,17,16
10110,26.49,718,12,5.81,36.63,18,18
10111,25.91,987,8,5.74,36.63,19,19
10112,14.97,874,919,4.37,36.68,16,16
10113,23.03,452,909,5.42,36.68,17,17
10114,31.09,846,900,6.29,36.68,19,20
10115,14.39,543,856,4.28,36.68,16,15
10116,22.46,942,850,5.35,36.68,17,17
10117,20.73,487,848,5.14,36.68,17,17
10118,25.91,603,847,5.74,36.68,18,17
10119,41.76,873,801,7.29,36.68,19,21
10120,14.97,443,700,4.37,36.68,16,17
10121,33.4,958,693,6.52,36.68,19,20
10122,29.94,659,683,6.17,36.68,18,18
10123,17.27,679,672,4.69,36.68,16,17
10124,31.67,525,650,6.35,36.68,18,19
10125,33.4,790,634,6.52,36.68,18,19
10126,29.94,687,621,6.17,36.68,18,18
10127,17.85,262,612,4.77,36.68,17,16
10128,17.27,679,598,4.69,36.68,17,16
10129,29.94,293,592,6.17,36.68,16,22
10130,27.64,769,561,5.93,36.68,18,18
10131,22.46,973,548,5.35,36.68,16,18
10132,25.91,947,547,5.74,36.68,18,17
10133,21.88,433,525,5.28,36.68,16,20
10134,19,611,518,4.92,36.68,17,16
10135,13.24,839,480,4.11,36.68,15,15
10136,15.55,953,451,4.45,36.68,16,16
10137,46.58,677,444,7.7,36.68,20,21
10138,29.94,325,441,6.17,36.68,18,20
10139,37.07,855,313,6.87,36.68,20,21
10140,28.79,448,302,6.05,36.68,18,21
10141,36.27,617,297,6.8,36.68,20,20
10142,16.7,832,294,4.61,36.68,17,15
10143,19,523,271,4.92,36.68,16,16
10144,27.06,794,258,5.87,36.68,18,18
10145,19.58,560,239,4.99,36.68,17,16
10146,19.58,992,206,4.99,36.68,17,18
10147,21.3,555,187,5.21,36.68,17,17
10148,23.61,988,133,5.48,36.68,16,19
10149,27.64,242,121,5.93,36.68,17,20
10150,28.79,499,106,6.05,36.68,20,20
10151,19,291,89,4.92,36.68,18,17
10152,27.06,718,81,5.87,36.68,18,18
10153,15.55,680,901,4.45,36.77,16,16
10154,29.94,659,897,6.17,36.77,20,18
10155,31.09,294,897,6.29,36.77,16,21
10156,33.4,525,871,6.52,36.77,19,20
10157,33.4,790,864,6.52,36.77,19,19
10158,26.49,434,858,5.81,36.77,16,20
10159,19.58,974,850,4.99,36.77,17,18
10160,20.15,261,831,5.07,36.77,17,17
10161,13.82,840,804,4.19,36.77,16,15
10162,19,612,795,4.92,36.77,16,16
10163,26.49,688,791,5.81,36.77,18,17
10164,24.76,948,778,5.61,36.77,17,17
10165,26.49,770,769,5.81,36.77,18,17
10166,13.82,954,760,4.19,36.77,15,17
10167,39.4,323,728,7.08,36.77,17,23
10168,41.76,678,681,7.29,36.77,20,20
10169,25.33,449,637,5.68,36.77,16,21
10170,13.82,833,619,4.19,36.77,16,15
10171,15.55,525,559,4.45,36.77,16,15
10172,44.16,615,540,7.5,36.77,19,23
10173,63.03,854,525,8.96,36.77,20,23
10174,17.27,993,496,4.69,36.77,16,18
10175,20.73,560,492,5.14,36.77,17,17
10176,27.64,795,461,5.93,36.77,18,18
10177,31.09,500,435,6.29,36.77,18,21
10178,37.07,987,411,6.87,36.77,19,20
10179,23.03,556,409,5.42,36.77,17,17
10180,21.88,243,406,5.28,36.77,17,20
10181,19,292,375,4.92,36.77,16,17
10182,34.55,864,314,6.63,36.77,18,20
10183,23.61,590,270,5.48,36.77,18,19
10184,28.21,719,235,5.99,36.77,20,17
10185,19,925,228,4.92,36.77,17,16
10186,38.23,592,207,6.98,36.77,19,21
10187,28.79,480,167,6.05,36.77,19,20
10188,38.23,539,108,6.98,36.77,19,21
10189,25.33,989,106,5.68,36.77,18,18
10190,19,218,71,4.92,36.77,18,18
10191,20.73,954,70,5.14,36.77,18,16
10192,29.36,570,2,6.11,36.77,20,20
10193,24.76,948,924,5.61,36.8,18,17
10194,25.91,326,911,5.74,36.8,17,20
10195,27.64,770,902,5.93,36.8,18,18
10196,28.21,688,900,5.99,36.8,18,18
10197,20.15,450,851,5.07,36.8,16,20
10198,36.27,676,835,6.8,36.8,18,22
10199,14.39,834,827,4.28,36.8,16,15
10200,17.85,525,744,4.77,36.8,16,16
10201,32.82,616,695,6.46,36.8,18,21
10202,14.97,994,679,4.37,36.8,15,17
10203,44.16,855,662,7.5,36.8,20,22
10204,21.3,561,653,5.21,36.8,18,16
10205,24.76,501,647,5.61,36.8,16,20
10206,26.49,795,591,5.81,36.8,18,18
10207,32.24,987,588,6.41,36.8,18,21
10208,23.03,243,587,5.42,36.8,16,19
10209,18.42,293,556,4.84,36.8,16,17
10210,22.46,557,551,5.35,36.8,17,17
10211,24.18,865,524,5.55,36.8,18,19
10212,22.46,590,487,5.35,36.8,17,20
10213,15.55,925,429,4.45,36.8,17,16
10214,28.79,480,384,6.05,36.8,17,21
10215,37.07,591,361,6.87,36.8,19,22
10216,29.94,719,334,6.17,36.8,20,18
10217,23.03,990,292,5.42,36.8,18,17
10218,39.4,538,269,7.08,36.8,20,22
10219,17.85,955,261,4.77,36.8,18,17
10220,30.52,570,218,6.23,36.8,18,21
10221,20.73,218,210,5.14,36.8,17,18
10222,19,601,201,4.92,36.8,18,17
10223,31.09,255,136,6.29,36.8,18,21
10224,29.36,661,34,6.11,36.8,19,20
10225,22.46,639,3,5.35,36.8,19,17
10226,21.3,813,2,5.21,36.8,18,16
10227,16.7,526,921,4.61,36.85,17,15
10228,16.12,994,854,4.53,36.85,16,17
10229,23.61,501,850,5.48,36.85,16,21
10230,29.94,618,844,6.17,36.85,18,19
10231,22.46,561,808,5.35,36.85,18,16
10232,32.82,855,794,6.46,36.85,18,20
10233,19,246,760,4.92,36.85,16,16
10234,33.97,988,758,6.58,36.85,19,20
10235,17.27,293,729,4.69,36.85,16,17
10236,24.18,865,727,5.55,36.85,18,20
10237,28.21,795,715,5.99,36.85,18,18
10238,16.12,591,696,4.53,36.85,16,17
10239,24.18,557,687,5.55,36.85,17,17
10240,14.97,926,622,4.37,36.85,16,15
10241,22.46,481,593,5.35,36.85,16,20
10242,33.97,593,509,6.58,36.85,18,21
10243,16.7,990,472,4.61,36.85,16,17
10244,14.97,955,446,4.37,36.85,17,16
10245,31.09,719,429,6.29,36.85,20,18
10246,31.09,571,426,6.29,36.85,18,20
10247,33.4,540,425,6.52,36.85,18,21
10248,14.97,602,403,4.37,36.85,16,16
10249,17.85,219,342,4.77,36.85,17,17
10250,31.09,254,303,6.29,36.85,18,22
10251,30.52,661,242,6.23,36.85,18,21
10252,15.55,814,194,4.45,36.85,16,16
10253,17.27,640,190,4.69,36.85,17,16
10254,30.52,739,182,6.23,36.85,19,21
10255,16.7,707,165,4.61,36.85,17,16
10256,32.24,565,132,6.41,36.85,19,20
10257,18.42,304,117,4.84,36.85,17,18
10258,20.15,396,84,5.07,36.85,18,19
10259,21.3,631,82,5.21,36.85,18,18
10260,32.82,350,32,6.46,36.85,20,22
10261,36.27,400,14,6.8,36.85,20,20
10262,29.94,618,937,6.17,36.89,19,18
10263,22.46,561,906,5.35,36.89,17,17
10264,39.4,856,875,7.08,36.89,20,20
10265,20.73,244,869,5.14,36.89,16,19
10266,25.91,988,867,5.74,36.89,17,20
10267,21.3,866,855,5.21,36.89,16,19
10268,13.82,294,839,4.19,36.89,15,16
10269,14.97,593,827,4.37,36.89,15,16
10270,26.49,796,793,5.81,36.89,18,17
10271,24.18,557,773,5.55,36.89,17,17
10272,14.97,926,742,4.37,36.89,16,16
10273,20.15,482,723,5.07,36.89,15,19
10274,33.4,594,601,6.52,36.89,20,20
10275,15.55,990,583,4.45,36.89,16,16
10276,15.55,956,561,4.45,36.89,16,15
10277,24.18,571,557,5.55,36.89,16,20
10278,15.55,602,528,4.45,36.89,16,17
10279,33.97,540,522,6.58,36.89,19,21
10280,30.52,719,491,6.23,36.89,19,18
10281,19.58,219,426,4.99,36.89,17,18
10282,28.79,255,408,6.05,36.89,18,21
10283,30.52,662,372,6.23,36.89,18,20
10284,17.27,814,313,4.69,36.89,17,16
10285,17.85,641,306,4.77,36.89,17,16
10286,31.09,740,301,6.29,36.89,20,21
10287,16.12,707,293,4.53,36.89,16,16
10288,31.09,564,247,6.29,36.89,18,21
10289,20.15,304,226,5.07,36.89,17,18
10290,21.3,631,212,5.21,36.89,18,19
10291,21.88,396,209,5.28,36.89,17,19
10292,29.94,351,155,6.17,36.89,18,21
10293,36.27,399,116,6.8,36.89,20,22
10294,20.73,733,67,5.14,36.89,17,18
10295,104.49,1021,55,11.53,36.89,23,22
10296,27.64,394,19,5.93,36.89,19,21
10297,12.67,927,928,4.02,36.94,15,15
10298,20.15,482,921,5.07,36.94,16,20
10299,27.06,796,913,5.87,36.94,18,18
10300,25.33,557,904,5.68,36.94,18,18
10301,17.27,991,756,4.69,36.94,16,17
10302,24.76,572,756,5.61,36.94,16,20
10303,29.94,594,746,6.17,36.94,18,21
10304,13.82,956,739,4.19,36.94,16,15
10305,13.82,604,720,4.19,36.94,16,15
10306,34.55,541,672,6.63,36.94,18,20
10307,29.94,719,584,6.17,36.94,19,18
10308,24.76,662,572,5.61,36.94,16,20
10309,30.52,255,571,6.23,36.94,17,22
10310,18.42,220,556,4.84,36.94,16,17
10311,16.12,815,496,4.53,36.94,16,15
10312,13.24,709,487,4.11,36.94,15,15
10313,42.95,740,484,7.4,36.94,19,21
10314,19,641,484,4.92,36.94,17,16
10315,35.7,564,421,6.74,36.94,19,22
10316,17.85,631,413,4.77,36.94,16,17
10317,16.12,397,402,4.53,36.94,15,17
10318,19,305,396,4.92,36.94,16,17
10319,33.97,351,342,6.58,36.94,18,22
10320,32.82,401,275,6.46,36.94,18,20
10321,28.21,394,212,5.99,36.94,19,21
10322,113.24,1022,207,12.01,36.94,23,24
10323,23.61,734,186,5.48,36.94,17,17
10324,20.73,382,148,5.14,36.94,17,17
10325,35.12,560,134,6.69,36.94,19,20
10326,31.09,316,102,6.29,36.94,19,22
10327,23.61,703,0,5.48,36.94,18,19
10328,7.49,991,955,3.09,36.99,9,16
10329,14.39,956,943,4.28,36.99,16,16
10330,13.82,605,943,4.19,36.99,16,15
10331,29.94,594,911,6.17,36.99,19,19
10332,32.24,541,846,6.41,36.99,17,21
10333,22.46,663,803,5.35,36.99,16,20
10334,28.79,258,759,6.05,36.99,16,20
10335,14.39,709,711,4.28,36.99,16,16
10336,16.7,815,708,4.61,36.99,16,16
10337,19,220,705,4.92,36.99,16,17
10338,37.07,741,696,6.87,36.99,19,21
10339,29.36,720,690,6.11,36.99,19,18
10340,18.42,642,690,4.84,36.99,17,16
10341,16.7,632,643,4.61,36.99,16,17
10342,30.52,565,626,6.23,36.99,17,21
10343,18.42,397,623,4.84,36.99,16,18
10344,18.42,306,590,4.84,36.99,17,17
10345,25.91,352,559,5.74,36.99,16,21
10346,32.24,401,456,6.41,36.99,18,21
10347,31.09,395,437,6.29,36.99,17,21
10348,116.18,1022,382,12.16,36.99,23,24
10349,17.85,384,371,4.77,36.99,17,16
10350,24.76,734,323,5.61,36.99,17,17
10351,32.82,317,313,6.46,36.99,18,22
10352,36.27,560,293,6.8,36.99,19,21
10353,21.88,704,233,5.28,36.99,17,19
10354,30.52,822,204,6.23,36.99,19,19
10355,27.64,278,168,5.93,36.99,18,21
10356,84.63,880,142,10.38,36.99,20,23
10357,32.82,292,131,6.46,36.99,19,22
10358,35.7,645,118,6.74,36.99,20,20
10359,36.27,698,106,6.8,36.99,20,20
10360,23.61,455,100,5.48,36.99,17,20
10361,27.06,800,49,5.87,36.99,19,20
10362,20.15,621,45,5.07,36.99,18,16
10363,27.06,258,944,5.87,37.03,17,20
10364,12.67,710,934,4.02,37.03,15,15
10365,14.97,816,917,4.37,37.03,16,16
10366,30.52,743,905,6.23,37.03,19,19
10367,18.42,642,894,4.84,37.03,17,16
10368,13.24,634,872,4.11,37.03,15,15
10369,16.7,221,852,4.61,37.03,16,16
10370,14.97,398,842,4.37,37.03,16,17
10371,29.36,565,827,6.11,37.03,17,22
10372,29.94,720,796,6.17,37.03,18,18
10373,17.27,306,783,4.69,37.03,16,17
10374,26.49,353,773,5.81,37.03,16,21
10375,28.21,396,659,5.99,37.03,16,21
10376,30.52,402,635,6.23,37.03,17,20
10377,18.42,384,592,4.84,37.03,17,16
10378,104.49,1023,554,11.53,37.03,22,23
10379,30.52,317,522,6.23,37.03,16,22
10380,25.33,704,463,5.68,37.03,16,20
10381,25.91,734,459,5.74,37.03,17,18
10382,35.7,561,451,6.74,37.03,18,21
10383,35.7,821,425,6.74,37.03,19,21
10384,24.18,279,378,5.55,37.03,17,20
10385,29.94,293,341,6.17,37.03,18,21
10386,22.46,456,329,5.35,37.03,16,20
10387,81.86,880,321,10.21,37.03,20,24
10388,41.76,645,285,7.29,37.03,20,21
10389,35.7,697,278,6.74,37.03,19,22
10390,32.24,801,276,6.41,37.03,18,20
10391,18.42,621,255,4.84,37.03,17,17
10392,33.4,542,115,6.52,37.03,19,20
10393,29.36,850,93,6.11,37.03,21,19
10394,21.3,941,49,5.21,37.03,18,16
10395,19,458,36,4.92,37.03,18,17
10396,27.64,995,35,5.93,37.03,20,19
10397,32.24,793,2,6.41,37.03,20,20
10398,29.36,568,938,6.11,37.08,17,19
10399,17.85,221,929,4.77,37.08,16,17
10400,27.64,353,891,5.93,37.08,16,21
10401,15.55,307,888,4.45,37.08,16,16
10402,28.79,720,853,6.05,37.08,18,18
10403,25.33,396,782,5.68,37.08,16,21
10404,34.55,400,733,6.63,37.08,17,22
10405,17.27,385,713,4.69,37.08,17,15
10406,101.61,1024,643,11.37,37.08,24,22
10407,29.36,318,635,6.11,37.08,17,21
10408,21.3,704,591,5.21,37.08,15,20
10409,31.09,822,548,6.29,37.08,18,20
10410,30.52,561,538,6.23,37.08,18,21
10411,27.64,734,533,5.93,37.08,18,18
10412,24.18,279,492,5.55,37.08,16,21
10413,22.46,456,456,5.35,37.08,16,20
10414,28.79,293,456,6.05,37.08,16,21
10415,77.74,881,418,9.95,37.08,20,23
10416,24.18,801,402,5.55,37.08,17,20
10417,38.23,644,378,6.98,37.08,19,22
10418,35.7,697,372,6.74,37.08,19,22
10419,16.7,622,371,4.61,37.08,17,16
10420,33.4,541,218,6.52,37.08,19,22
10421,28.79,851,205,6.05,37.08,18,19
10422,17.85,942,162,4.77,37.08,18,15
10423,19,458,147,4.92,37.08,17,17
10424,25.91,994,132,5.74,37.08,18,20
10425,29.94,793,124,6.17,37.08,20,20
10426,28.21,1033,21,5.99,37.08,18,19
10427,25.33,397,934,5.68,37.13,17,21
10428,29.36,720,926,6.11,37.13,18,18
10429,19,385,865,4.92,37.13,17,16
10430,33.97,402,856,6.58,37.13,18,21
10431,27.06,318,779,5.87,37.13,17,21
10432,88.82,1025,766,10.63,37.13,22,21
10433,19.58,705,748,4.99,37.13,16,19
10434,33.97,822,700,6.58,37.13,18,20
10435,28.79,561,647,6.05,37.13,18,19
10436,24.76,280,637,5.61,37.13,16,20
10437,28.21,734,627,5.99,37.13,18,18
10438,18.42,457,613,4.84,37.13,15,19
10439,29.36,294,602,6.11,37.13,16,21
10440,23.03,803,557,5.42,37.13,18,18
10441,73.67,881,542,9.68,37.13,21,23
10442,14.97,623,515,4.37,37.13,16,15
10443,38.23,644,493,6.98,37.13,19,22
10444,44.16,697,489,7.5,37.13,21,22
10445,35.12,542,345,6.69,37.13,19,21
10446,46.58,849,341,7.7,37.13,20,22
10447,15.55,942,307,4.45,37.13,17,15
10448,17.85,459,285,4.77,37.13,17,16
10449,32.82,794,275,6.46,37.13,19,20
10450,31.67,994,257,6.35,37.13,19,21
10451,27.06,1033,136,5.87,37.13,18,19
10452,31.67,396,117,6.35,37.13,19,22
10453,35.12,565,94,6.69,37.13,19,20
10454,24.18,259,61,5.55,37.13,18,19
10455,33.4,283,52,6.52,37.13,19,20
10456,29.36,556,33,6.11,37.13,19,20
10457,30.52,944,31,6.23,37.13,21,19
10458,16.12,707,946,4.53,37.17,16,16
10459,83.24,1025,915,10.3,37.17,22,22
10460,21.88,822,893,5.28,37.17,17,20
10461,19.58,280,819,4.99,37.17,15,19
10462,16.12,457,810,4.53,37.17,15,18
10463,31.09,562,784,6.29,37.17,18,20
10464,25.33,294,784,5.68,37.17,16,21
10465,21.3,802,755,5.21,37.17,16,19
10466,26.49,735,745,5.81,37.17,18,17
10467,72.32,882,698,9.6,37.17,21,22
10468,14.97,624,695,4.37,37.17,16,15
10469,40.58,697,638,7.19,37.17,20,23
10470,28.79,646,638,6.05,37.17,17,21
10471,40.58,850,514,7.19,37.17,20,21
10472,31.67,542,506,6.35,37.17,19,21
10473,15.55,942,488,4.45,37.17,17,16
10474,37.07,794,465,6.87,37.17,18,21
10475,15.55,461,458,4.45,37.17,16,15
10476,41.76,994,412,7.29,37.17,19,21
10477,29.94,397,310,6.17,37.17,18,21
10478,30.52,1034,278,6.23,37.17,18,18
10479,37.07,563,257,6.87,37.17,19,22
10480,27.64,258,236,5.93,37.17,17,21
10481,29.94,556,229,6.17,37.17,18,21
10482,34.55,283,209,6.63,37.17,18,21
10483,28.79,943,202,6.05,37.17,18,20
10484,19.58,553,192,4.99,37.17,17,16
10485,16.7,742,178,4.61,37.17,16,16
10486,27.06,767,129,5.87,37.17,19,19
10487,32.24,754,118,6.41,37.17,20,21
10488,18.42,713,1,4.84,37.17,16,17
10489,29.36,562,933,6.11,37.22,18,18
10490,16.12,624,892,4.53,37.22,16,16
10491,27.06,735,873,5.87,37.22,18,18
10492,80.48,882,868,10.12,37.22,20,23
10493,27.64,700,801,5.93,37.22,18,18
10494,32.82,646,793,6.46,37.22,20,21
10495,32.24,850,703,6.41,37.22,18,21
10496,14.39,943,684,4.28,37.22,16,16
10497,30.52,542,682,6.23,37.22,17,22
10498,29.94,795,673,6.17,37.22,17,20
10499,16.12,461,646,4.53,37.22,16,16
10500,39.4,995,581,7.08,37.22,20,21
10501,28.21,397,520,5.99,37.22,16,21
10502,113.24,557,435,12.01,37.22,25,29
10503,25.91,1033,431,5.74,37.22,17,20
10504,23.03,259,426,5.42,37.22,16,21
10505,19.58,553,407,4.99,37.22,16,17
10506,36.27,943,383,6.8,37.22,20,21
10507,31.67,284,379,6.35,37.22,18,20
10508,15.55,743,375,4.45,37.22,16,15
10509,27.64,767,343,5.93,37.22,18,20
10510,36.27,755,320,6.8,37.22,20,20
10511,28.79,614,197,6.05,37.22,18,20
10512,25.91,391,196,5.74,37.22,17,20
10513,25.91,734,195,5.74,37.22,18,19
10514,20.15,713,157,5.07,37.22,17,17
10515,29.36,999,105,6.11,37.22,21,19
10516,20.15,940,58,5.07,37.22,18,15
10517,32.82,303,37,6.46,37.22,18,22
10518,39.4,941,27,7.08,37.22,21,18
10519,24.18,815,25,5.55,37.22,17,17
10520,31.67,482,16,6.35,37.22,20,21
10521,31.09,700,942,6.29,37.27,20,20
10522,29.36,647,932,6.11,37.27,20,18
10523,30.52,851,869,6.23,37.27,19,21
10524,14.39,943,857,4.28,37.27,16,16
10525,26.49,795,855,5.81,37.27,18,20
10526,31.09,544,837,6.29,37.27,17,20
10527,15.55,462,812,4.45,37.27,16,15
10528,31.67,996,729,6.35,37.27,19,20
10529,27.06,398,705,5.87,37.27,16,21
10530,24.18,557,632,5.55,37.27,16,21
10531,19,554,597,4.92,37.27,17,16
10532,22.46,260,592,5.35,37.27,16,20
10533,40.58,564,591,7.19,37.27,18,22
10534,20.15,1035,565,5.07,37.27,16,18
10535,16.12,743,549,4.53,37.27,16,16
10536,36.27,944,544,6.8,37.27,19,21
10537,28.79,768,532,6.05,37.27,17,20
10538,31.09,284,528,6.29,37.27,17,21
10539,39.4,755,500,7.08,37.27,19,21
10540,25.91,735,387,5.74,37.27,18,19
10541,27.06,614,387,5.87,37.27,18,20
10542,25.33,392,386,5.68,37.27,16,20
10543,22.46,714,295,5.35,37.27,17,17
10544,37.07,998,246,6.87,37.27,19,21
10545,18.42,940,230,4.84,37.27,18,16
10546,31.67,304,208,6.35,37.27,19,21
10547,35.12,482,193,6.69,37.27,20,22
10548,35.7,941,141,6.74,37.27,20,20
10549,25.91,815,127,5.74,37.27,17,18
10550,75.02,253,75,9.77,37.27,19,32
10551,29.94,263,37,6.17,37.27,20,19
10552,68.31,996,17,9.33,37.27,20,23
10553,19.58,845,16,4.99,37.27,18,16
10554,15.55,462,945,4.45,37.3,16,15
10555,26.49,398,852,5.81,37.3,16,21
10556,33.4,996,850,6.52,37.3,20,20
10557,25.33,558,782,5.68,37.3,16,20
10558,19.58,554,749,4.99,37.3,16,17
10559,21.3,260,727,5.21,37.3,16,20
10560,27.06,566,716,5.87,37.3,19,20
10561,15.55,744,688,4.45,37.3,17,15
10562,23.03,768,684,5.42,37.3,16,20
10563,20.73,1035,675,5.14,37.3,17,18
10564,35.7,944,675,6.74,37.3,19,21
10565,33.97,285,649,6.58,37.3,17,20
10566,30.52,755,643,6.23,37.3,18,21
10567,23.03,735,540,5.42,37.3,17,19
10568,25.91,614,540,5.74,37.3,17,21
10569,23.61,392,537,5.48,37.3,16,20
10570,23.03,714,406,5.42,37.3,17,17
10571,14.97,941,369,4.37,37.3,17,15
10572,36.27,998,361,6.8,37.3,20,21
10573,32.24,304,347,6.41,37.3,18,22
10574,30.52,483,337,6.23,37.3,17,21
10575,34.55,941,235,6.63,37.3,20,19
10576,24.76,816,210,5.61,37.3,17,17
10577,22.46,266,210,5.35,37.3,17,20
10578,20.73,256,170,5.14,37.3,17,17
10579,29.94,264,158,6.17,37.3,19,18
10580,16.12,846,151,4.53,37.3,18,15
10581,27.64,816,119,5.93,37.3,18,20
10582,33.97,998,118,6.58,37.3,19,19
10583,21.3,527,114,5.21,37.3,18,18
10584,20.73,315,107,5.14,37.3,18,18
10585,21.3,250,70,5.21,37.3,18,18
10586,36.27,755,26,6.8,37.3,19,19
10587,20.73,359,22,5.14,37.3,18,18
10588,14.97,942,796,4.37,37.39,16,15
10589,32.24,484,776,6.41,37.39,16,21
10590,28.79,305,775,6.05,37.39,16,22
10591,25.33,715,748,5.68,37.39,18,17
10592,51.52,999,715,8.1,37.39,20,21
10593,17.85,267,621,4.77,37.39,15,18
10594,17.85,528,586,4.77,37.39,16,19
10595,28.21,817,582,5.99,37.39,18,20
10596,16.12,847,572,4.53,37.39,16,16
10597,25.33,265,531,5.68,37.39,18,18
10598,79.11,940,518,10.04,37.39,21,23
10599,28.21,816,463,5.99,37.39,18,18
10600,20.73,257,456,5.14,37.39,17,17
10601,19,317,455,4.92,37.39,17,17
10602,17.27,361,443,4.69,37.39,16,17
10603,16.12,823,424,4.53,37.39,16,16
10604,84.63,997,419,10.38,37.39,21,24
10605,19.58,252,400,4.99,37.39,17,17
10606,40.58,755,310,7.19,37.39,20,22
10607,17.85,948,240,4.77,37.39,16,17
10608,32.24,803,148,6.41,37.39,18,19
10609,27.06,642,125,5.87,37.39,19,20
10610,21.88,791,116,5.28,37.39,17,17
10611,16.12,631,98,4.53,37.39,17,16
10612,27.06,239,94,5.87,37.39,18,21
10613,29.94,261,53,6.17,37.39,19,20
10614,23.03,1006,40,5.42,37.39,18,16
10615,23.61,276,40,5.48,37.39,18,17
10616,20.73,467,22,5.14,37.39,18,17
10617,21.3,381,20,5.21,37.39,18,17
10618,23.61,715,902,5.48,37.44,17,18
